iter	Logloss
724	0.229484495
725	0.2294386653
726	0.2293561384
727	0.2292657004
728	0.2292493425
729	0.2292220024
730	0.2291855819
731	0.2291131901
732	0.229088208
733	0.2290758743
734	0.2290541872
735	0.2290045869
736	0.2289269644
737	0.2289031647
738	0.2288985402
739	0.2288814301
740	0.2288801572
741	0.2287954005
742	0.2287304715
743	0.2286357876
744	0.228580707
745	0.2285223519
746	0.2284670726
747	0.228357127
748	0.228304016
749	0.2282975333
750	0.2282093795
751	0.2281809733
752	0.2281385874
753	0.2280193137
754	0.2279212369
755	0.2279109774
756	0.2278736662
757	0.2278556041
758	0.2278426208
759	0.2277649597
760	0.2276648559
761	0.2276502893
762	0.2275828285
763	0.2275565289
764	0.227538918
765	0.227529194
766	0.2275038088
767	0.2274710768
768	0.227435342
769	0.2273942861
770	0.2273715639
771	0.227318262
772	0.2272400543
773	0.2271507938
774	0.2271495498
775	0.2271352189
776	0.2271163886
777	0.2270990356
778	0.2270511947
779	0.2269796575
780	0.2269324545
781	0.2268867419
782	0.2268107786
783	0.2267730242
784	0.2266861314
785	0.2266766551
786	0.226661782
787	0.2266030042
788	0.2265700884
789	0.2265088522
790	0.2265076614
791	0.2264885166
792	0.2264538376
793	0.2264526964
794	0.2264047244
795	0.2264036335
796	0.2263780447
797	0.2263241356
798	0.2262045231
799	0.2260943954
800	0.2260564389
801	0.2260233047
802	0.2259386051
803	0.2258800519
804	0.225838941
805	0.2257662247
806	0.2257537963
807	0.2257223098
808	0.2257212917
809	0.2257203091
810	0.22568607
811	0.2255855116
812	0.2255061105
813	0.2254783578
814	0.2254684002
815	0.2253547176
816	0.2253259001
817	0.2253203711
818	0.2252223079
819	0.2251269613
820	0.2250389431
821	0.2250301953
822	0.2250039565
823	0.2249584349
824	0.2248837406
825	0.2247247679
826	0.2247154788
827	0.2246601069
828	0.2246005294
829	0.2245996011
830	0.2245952893
831	0.2245403373
832	0.2245259143
833	0.2244927019
834	0.2244675555
835	0.2244047941
836	0.2243483321
837	0.2242741426
838	0.2242732597
839	0.2242582378
840	0.2242449432
841	0.2241697397
842	0.2241655285
843	0.224112093
844	0.2241112352
845	0.2240889866
846	0.223979804
847	0.2239508817
848	0.2238568585
849	0.2237599076
850	0.2237590906
851	0.2237206243
852	0.2236186185
853	0.223616118
854	0.2235364407
855	0.2234820478
856	0.2234647906
857	0.2233900269
858	0.2233892433
859	0.2233359432
860	0.223307525
861	0.2232605034
862	0.2231733293
863	0.2230760407
864	0.2230232438
865	0.2228932276
866	0.2228924907
867	0.2228697372
868	0.222830332
869	0.2227574391
870	0.2225978891
871	0.2225949176
872	0.2225942045
873	0.2225673046
874	0.2224750241
875	0.2224058142
876	0.2223765108
877	0.2223221783
878	0.222266858
879	0.2221475779
880	0.2220680858
881	0.2219958814
882	0.2219637394
883	0.2219264822
884	0.2219205044
885	0.2218155653
886	0.2217373077
887	0.2217337335
888	0.2216817814
889	0.2216645127
890	0.2216009729
891	0.2215772516
892	0.2214964063
893	0.2214567688
894	0.2214048839
895	0.2213474926
896	0.2212726454
897	0.2212319372
898	0.2211662881
899	0.2211312256
900	0.2211018558
901	0.2210545257
902	0.2209919794
903	0.2209327728
904	0.2209255938
905	0.2208442625
906	0.2207751998
907	0.2207637427
908	0.2207115968
909	0.2206611871
910	0.220648853
911	0.2206147386
912	0.2205879259
913	0.2205868857
914	0.2205663076
915	0.2205210856
916	0.2204677085
917	0.220427862
918	0.2204014966
919	0.22031385
920	0.2202783803
921	0.2202161747
922	0.2201851617
923	0.220162981
924	0.2201250472
925	0.2200279044
926	0.2200143313
927	0.2200099873
928	0.2199763089
929	0.2199709495
930	0.2199620026
931	0.2199146844
932	0.2199140645
933	0.2198615909
934	0.2198609905
935	0.2198604097
936	0.2198110654
937	0.2197332259
938	0.2197014887
939	0.2196195955
940	0.219586369
941	0.2195515634
942	0.2194701049
943	0.2194336187
944	0.2194170627
945	0.2193944462
946	0.2193263417
947	0.2193163712
948	0.2192112731
949	0.2191937358
950	0.2191715767
951	0.2190843881
952	0.2190171355
953	0.2189811557
954	0.2189086447
955	0.2189080918
956	0.2188308491
957	0.2188303078
958	0.2188067216
959	0.2187919096
960	0.218771881
961	0.2187710113
962	0.2187344168
963	0.2186863361
964	0.2185787034
965	0.2185781986
966	0.2185134025
967	0.2184883982
968	0.2184496087
969	0.2183855486
970	0.2183698192
971	0.2183689994
972	0.2183500344
973	0.2183170803
974	0.218313812
975	0.2182717876
976	0.2182321541
977	0.2182294515
978	0.2182289935
979	0.2181989428
980	0.2181223072
981	0.2180479501
982	0.21791879
983	0.2178861268
984	0.2177923369
985	0.2177623682
986	0.2176852925
987	0.2176845261
988	0.2176840868
989	0.2176383633
990	0.2176188762
991	0.2176184484
992	0.2176130726
993	0.2175321107
994	0.2174929192
995	0.2174294412
996	0.2174240797
997	0.2173072367
998	0.2173034354
999	0.2172685754
