dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.013364	0.10249	0.28798	0.24596	0.21094	0.19619	0.22569	0.20668	0.21368	0.17754	0.1487	0.18454	0.015545	0.019377	0.015336	0.0037325	0.003403	0.28798	0.15289	0.070032	-0.082858	0.057138	0.1707	0.21272	0.26298	0.31728	0.3585	0.69531	0.094613	0.30998	0.43967	0.41158	0.033188	0.018678	0.004203	0.049891	0.096991	0.11306	0.10449	0.10964	0.070387	0.03105	0.069964	0.0048969	0.0038802	0.0037319	0.0014774	0.00094421	0.27968	0.32816	0.27145	0.29615	0.058465	0.13029	0.13419	0.13903	0.11472	0.1412	0.12978	0.11204	-0.0022754	-0.092	0.008308	-0.06584	0.14137	0.023252	0.12975	-0.12625	-0.08015	-0.064451	-0.055394	-0.054061	-0.048088	-0.051058	-0.053828	-0.049247	1.7987	1052.5
0.0088552	0.10667	0.14161	0.12907	0.32512	0.16612	0.14691	0.075581	0.018187	0.011176	0.015698	0.12014	0.0055704	0.0096401	0.0042836	0.0024481	0.0037573	0.32512	0.11186	0.052207	-0.059653	0.026408	0.14569	0.24649	0.40812	0.62091	0.65901	0.4375	0.070627	0.43637	0.50906	0.53116	0.048626	0.028618	0.074365	0.16512	0.083342	0.074111	0.030584	0.009745	0.0055026	0.0078984	0.050875	9.1122e-05	0.0024673	0.00096579	0.00083744	0.00024071	0.28254	0.30328	0.25472	0.28179	0.10709	0.13033	0.0027915	0.12414	0.13934	0.13241	0.021269	-0.10916	0.066692	0.13568	0.14081	0.13355	-0.086774	0.050725	0.061484	0.069258	0.29034	0.18294	0.26564	0.24532	0.028139	-0.026762	0.014338	0.0027895	1.5968	559
0.0095482	0.072615	0.13798	0.11449	0.086998	0.11052	0.15615	0.21335	0.28983	0.26496	0.21363	0.08113	0.0050035	0.0051689	0.0034446	0.0015362	0.0010016	0.28983	0.1869	0.086005	-0.10089	0.035002	0.23011	0.34826	0.51912	0.73258	0.83992	0.28906	0.17609	0.59263	0.65088	0.69863	0.012102	0.029083	0.027939	0.01591	0.063678	0.086144	0.10837	0.14635	0.13351	0.10701	0.041554	0.00061626	0.0013078	0.00081394	0.00025619	0.00018437	0.28126	0.29165	0.26839	0.28395	0.11431	-0.10659	0.0051991	0.11516	0.0027967	0.038132	0.12401	0.1313	0.13383	0.14132	0.11411	-0.028729	0.14142	0.1314	0.055198	0.13727	0.25153	0.069138	0.26489	0.18707	0.018928	-0.032861	0.024825	-0.0063547	1.7976	559
0.0079537	0.046284	0.045769	0.12688	0.066957	0.080286	0.069241	0.2107	0.28179	0.12142	0.034735	0.0043715	0.0032603	0.0080249	0.0060014	0.0026144	0.00081242	0.28179	0.11391	0.07143	-0.042477	0.024088	0.1511	0.26511	0.45403	0.70563	0.72082	0.38281	0.091028	0.2869	0.38226	0.41456	0.021292	0.023451	0.011774	0.0065203	0.040305	0.047511	0.11607	0.14763	0.067658	0.018254	0.0021113	0.0017136	0.003136	0.0019017	0.00065291	0.00018083	0.27619	0.29977	0.28049	0.28716	0.079511	-0.14131	0.081083	0.03122	0.13851	-0.13667	0.036806	0.0887	0.029437	-0.079119	-0.021485	0.085243	-0.1408	-0.012325	0.13073	0.10044	0.32691	0.19735	0.26621	0.25873	0.050326	-0.0036384	0.022319	0.018438	1.579	691
0.012731	0.09238	0.069053	0.21086	0.20652	0.22951	0.31016	0.34916	0.37063	0.16681	0.079802	0.039386	0.010425	0.013278	0.010285	0.0041336	0.0031486	0.37063	0.24902	0.14509	-0.10394	0.04327	0.29389	0.40896	0.56251	0.74419	0.86698	0.375	0.20789	0.43417	0.53248	0.52034	0.01695	0.016374	0.054223	0.1202	0.12405	0.16345	0.17691	0.18919	0.08745	0.040722	0.019877	0.0049675	0.0027571	0.0046319	0.0006945	0.00048008	0.25914	0.32409	0.26481	0.29049	-0.092329	-0.01715	-0.076772	-0.0054071	0.056984	0.082417	0.12704	0.11809	0.087976	0.1185	0.13192	-0.0068654	0.1371	-0.14052	-0.0027537	0.044807	0.24401	0.004755	0.12093	0.1161	0.023874	-0.053601	-0.020461	-0.031416	2.0447	559
0.011013	0.11809	0.16306	0.16479	0.29368	0.1428	0.23239	0.17715	0.25545	0.14417	0.12818	0.05018	0.0061912	0.009355	0.0036928	0.0044654	0.0015994	0.29368	0.23663	0.13739	-0.099237	0.03825	0.28623	0.41824	0.60289	0.82871	0.96073	0.21875	0.13778	0.63234	0.84344	0.80312	0.027391	0.10068	0.096636	0.15163	0.075175	0.11855	0.087454	0.12907	0.072235	0.064218	0.025354	0.0009737	0.00084911	0.0003536	0.0014855	0.0005058	0.23955	0.31259	0.27528	0.28336	-0.10389	-0.042201	-0.0098968	0.10481	0.08354	0.11886	0.094842	0.13042	0.14095	0.14104	0.13049	0.073986	-0.1291	-0.1412	0.14092	0.10582	0.28473	0.098832	0.23077	0.19752	0.036768	-0.034868	0.0066262	-0.0072795	1.8662	592
0.011838	0.032504	0.049781	0.23788	0.39203	0.16099	0.097722	0.07878	0.16916	0.064348	0.073768	0.085396	0.0062713	0.009272	0.0080575	0.0024884	0.001676	0.39203	0.17091	0.11377	-0.057139	0.032559	0.21349	0.3325	0.50929	0.73364	0.82963	0.46875	0.16438	0.3218	0.42233	0.6661	0.016833	0.0088443	0.13933	0.21619	0.11457	0.062706	0.034535	0.085195	0.03947	0.039536	0.024928	0.0034258	0.0026393	0.00066558	0.001476	0.00050261	0.13167	0.26675	0.19245	0.20973	0.10145	0.044683	-0.0090941	0.038502	-0.10139	-0.13723	0.073568	0.13445	-0.078785	0.06521	0.062338	0.025944	-0.059774	0.13564	-0.12026	-0.13805	0.23773	0.30308	0.24987	0.35751	0.017331	0.055274	0.025621	0.11453	1.6177	723.5
0.020945	0.046839	0.32911	0.30422	0.31206	0.34608	0.39157	0.48526	0.49567	0.44051	0.40475	0.37851	0.16536	0.0074508	0.0063181	0.0024502	0.0027481	0.49567	0.54274	0.32344	-0.2193	0.077757	0.56979	0.62826	0.68912	0.74526	0.77025	0.25781	0.40842	1.283	1.5336	1.5679	0.015051	0.17081	0.16227	0.15754	0.18486	0.21198	0.26629	0.26334	0.2356	0.21565	0.19958	0.082881	0.0016297	0.00075942	0.00016859	0.00013084	0.18907	0.37178	0.24048	0.30893	0.13179	0.099013	0.069958	0.13151	0.068585	0.055502	0.042913	0.074	0.06729	0.071129	0.081841	0.14051	-0.032054	-0.0061342	0.10554	-0.077539	0.13243	-0.08721	-0.020896	0.082876	-0.015992	-0.050556	-0.046089	-0.036666	2.0925	625
0.0098417	0.0511	0.086943	0.097876	0.21913	0.20719	0.16574	0.10592	0.11355	0.19951	0.23784	0.029601	0.0056373	0.0083942	0.003886	0.002299	0.00068582	0.23784	0.14418	0.066522	-0.077659	0.036765	0.17578	0.26092	0.38178	0.53105	0.6131	0.34375	0.10096	0.49778	0.60567	0.62225	0.022648	0.041271	0.036763	0.032181	0.10577	0.083028	0.043573	0.053411	0.10027	0.11939	0.01483	0.0011544	0.002677	0.0016675	0.0011829	9.5088e-05	0.31098	0.31986	0.28779	0.30825	0.13862	-0.14142	-0.068965	-0.0030998	0.11794	0.14121	0.13501	0.1245	0.13708	0.13859	0.14112	0.14114	0.14078	-0.087035	0.10885	0.12099	0.12363	0.018675	0.11952	0.086647	-0.022451	-0.0444	-0.021563	-0.032301	1.8633	822
0.014822	0.23756	0.099705	0.32628	0.1385	0.15855	0.12288	0.44491	0.55771	0.15545	0.071329	0.021426	0.0055742	0.0082559	0.015245	0.0032786	0.0036542	0.55771	0.22281	0.13368	-0.089136	0.044765	0.26118	0.35858	0.48687	0.63718	0.74175	0.42188	0.044503	0.2986	0.40472	0.46026	0.022679	0.023749	0.034052	0.070023	0.079515	0.063391	0.24504	0.30171	0.079667	0.037614	0.0033453	0.00078232	0.0051253	0.0057296	0.00056689	0.0015623	0.21959	0.31485	0.24388	0.26794	0.094294	0.12819	0.039169	0.12974	0.13982	0.10578	0.039603	0.056159	0.11344	0.08176	-0.12827	-0.12168	-0.10021	0.036759	0.13576	0.13815	0.24065	0.13019	0.13343	0.18447	0.010191	-0.027124	-0.03518	-0.0087163	1.7935	592
0.0083369	0.042396	0.081617	0.07391	0.075332	0.25526	0.25417	0.21165	0.096862	0.080367	0.060353	0.021022	0.0051888	0.0098251	0.006628	0.0018762	0.0011353	0.25526	0.12635	0.056808	-0.069546	0.024869	0.16655	0.28856	0.48844	0.75367	0.78071	0.4375	0.14465	0.42722	0.59764	0.64947	0.014418	0.052072	0.031902	0.033158	0.13232	0.12731	0.10601	0.052473	0.030402	0.013329	0.0017801	0.0021527	0.0024461	0.0033282	0.00044574	0.00020944	0.25183	0.30317	0.25043	0.27113	0.0031823	-0.14125	0.030795	0.10049	0.10034	0.14132	0.14138	-0.030494	-0.064469	-0.0099449	-0.097502	-0.12159	0.061578	0.13821	-0.016786	-0.012292	0.22626	0.14714	0.28304	0.21472	0.033582	-0.022779	0.05985	0.014368	1.8591	493.5
0.011062	0.13686	0.29236	0.042662	0.10124	0.071948	0.14329	0.083188	0.27064	0.24252	0.029533	0.14445	0.0091838	0.011996	0.0089105	0.0025828	0.0021194	0.29236	0.15181	0.088207	-0.063604	0.033545	0.1885	0.29014	0.43945	0.62775	0.7143	0.39062	0.08696	0.66863	0.75916	0.74641	0.050088	0.1071	0.0021421	0.051338	0.039277	0.072663	0.053998	0.1377	0.12197	0.016206	0.074522	0.0027499	0.0044235	0.0010543	0.001292	0.00042997	0.18396	0.22491	0.22477	0.21509	-0.0093564	0.095632	0.14118	0.12605	-0.092713	0.11739	-0.067479	0.12198	0.13622	0.042913	0.10574	-0.080737	-0.00040174	-0.13098	-0.079407	-0.13865	0.54403	0.25354	0.44718	0.3946	0.23852	0.045807	0.15319	0.12149	1.6115	625
0.0084551	0.047675	0.090881	0.067089	0.12237	0.10478	0.10391	0.27541	0.21568	0.30297	0.063503	0.037245	0.0046893	0.012779	0.0056108	0.011457	0.0083075	0.30297	0.16653	0.089805	-0.076724	0.027281	0.21549	0.35994	0.58885	0.88876	0.95474	0.36719	0.052206	0.58477	0.67916	0.785	0.024453	0.036373	0.018256	0.059902	0.052577	0.052136	0.14921	0.10926	0.15801	0.032392	0.010684	0.0014821	0.0036909	0.0017678	0.0022094	0.0011432	0.25028	0.26968	0.23243	0.25413	-0.14014	-0.054989	-0.009997	0.10993	0.13904	0.13927	0.05471	0.12733	0.093603	0.11896	0.14142	0.029437	0.123	0.14067	0.09552	0.13699	0.40057	0.18734	0.35756	0.30258	0.11366	0.0097436	0.10051	0.059524	1.6584	559
0.0090481	0.080564	0.08672	0.10957	0.17336	0.14554	0.13234	0.18616	0.17259	0.17571	0.15396	0.22407	0.007239	0.012214	0.006577	0.001451	0.00095578	0.22407	0.19329	0.087639	-0.10565	0.03429	0.23895	0.3646	0.5477	0.7775	0.88833	0.29688	0.25816	0.75824	0.73205	0.69144	0.031225	0.038247	0.051924	0.079261	0.057836	0.069282	0.095733	0.087366	0.089578	0.077929	0.11771	0.0020277	0.00382	0.0011491	0.00055444	7.3532e-05	0.25885	0.26424	0.23181	0.2561	0.021434	-0.097733	0.025775	0.12371	0.013783	0.089458	0.10944	0.12816	0.1196	0.12832	0.085786	0.027561	0.070938	0.026764	0.062905	0.10948	0.22003	0.018512	0.22632	0.14795	0.025421	-0.023885	0.035191	-0.00019431	1.8869	691
0.0061634	0.058677	0.057995	0.099163	0.059889	0.10761	0.046593	0.12622	0.25448	0.10426	0.0097728	0.015318	0.0071521	0.0078107	0.0074576	0.0023563	0.0011541	0.25448	0.097981	0.042425	-0.055556	0.020378	0.13439	0.25187	0.45832	0.73684	0.69231	0.39844	0.16594	0.31098	0.30643	0.32108	0.015346	0.028853	0.038561	0.018198	0.055512	0.028848	0.064138	0.12842	0.053316	0.003557	0.0076772	0.0016916	0.0022564	0.0010789	0.00047327	0.00032138	0.25636	0.25197	0.24148	0.25106	0.070242	0.14105	-0.13682	-0.11153	0.10585	-0.043746	0.12352	0.13205	0.11601	0.020092	0.14058	-0.11423	0.020228	0.14064	0.0078345	-0.049575	0.37308	0.26158	0.40448	0.34201	0.087444	0.041699	0.10801	0.074032	1.6145	690.5
0.0087222	0.11669	0.058768	0.075431	0.141	0.069268	0.12651	0.19004	0.18135	0.077892	0.0772	0.13265	0.011752	0.0095411	0.010295	0.0081717	0.0057667	0.19004	0.121	0.054406	-0.066592	0.031709	0.15194	0.23913	0.36992	0.5368	0.60335	0.55469	0.12305	0.26348	0.45178	0.44647	0.043512	0.029681	0.029079	0.04181	0.038873	0.063521	0.095198	0.09252	0.035366	0.028864	0.075054	0.0039549	0.0008578	0.001281	0.00097805	0.0010092	0.28292	0.2771	0.25712	0.27397	0.067993	-0.0017245	-0.1372	-0.097849	-0.088213	0.1383	0.14122	0.11878	-0.013156	0.13895	0.016827	0.036852	-0.075099	-0.076399	-0.098307	0.12145	0.23078	0.099895	0.19945	0.17675	0.0090001	-0.028448	-0.0011591	-0.0087953	1.9826	690.5
0.018976	0.075624	0.057925	0.056397	0.064167	0.097186	0.24345	0.47881	0.55932	0.56865	0.26056	0.2742	0.010367	0.022269	0.01772	0.011233	0.0043432	0.56865	0.34571	0.19904	-0.14666	0.059269	0.38316	0.4706	0.57361	0.68334	0.76606	0.21094	0.084131	0.53813	0.63633	0.70101	0.013633	0.027199	0.010821	0.018119	0.049657	0.12403	0.25066	0.30828	0.29917	0.13136	0.13779	0.0051949	0.0087025	0.0065523	0.00564	0.0011273	0.071317	0.31437	0.1557	0.22289	0.11792	0.10508	-0.013968	0.042373	0.11698	0.12038	0.089514	0.038982	0.084218	0.13318	0.13726	0.14077	-0.066909	-0.1397	0.13828	0.021527	0.08758	0.2339	0.26115	0.43664	-0.033115	-0.001179	0.018015	0.14838	1.5366	1219
0.014404	0.042277	0.052511	0.13984	0.040396	0.081163	0.13399	0.26597	0.27605	0.33755	0.53711	0.27228	0.021058	0.018401	0.032579	0.010571	0.0032905	0.53711	0.26702	0.12624	-0.14078	0.052494	0.30321	0.39079	0.49916	0.61987	0.71099	0.22656	0.12505	0.32435	0.50473	0.4508	0.0043988	0.012387	0.03876	0.020334	0.034706	0.054802	0.13688	0.14534	0.16907	0.27021	0.15126	0.0080555	0.0027183	0.0032807	0.0012249	0.001612	0.15084	0.29742	0.13399	0.21682	0.12186	-0.074876	-0.017166	0.13513	0.045614	0.12855	0.10858	0.083425	0.14139	0.13586	0.032036	0.08438	0.13343	-0.10987	-0.083695	-0.027829	0.10467	0.17692	0.13481	0.29693	-0.037022	-0.018082	-0.01749	0.067725	1.7816	1219
0.0076177	0.11377	0.12052	0.15846	0.070406	0.066758	0.1068	0.061121	0.22571	0.042661	0.12328	0.021883	0.0081827	0.010511	0.010088	0.002482	0.0014918	0.22571	0.066919	0.024748	-0.042171	0.022157	0.090264	0.16368	0.28898	0.45717	0.44884	0.55469	0.095658	0.29779	0.3043	0.33436	0.047451	0.05465	0.068508	0.035275	0.010856	0.023647	0.02882	0.11306	0.027069	0.02885	0.0070912	0.0014339	0.0018578	0.0016195	0.00036608	4.8065e-05	0.26049	0.23189	0.21885	0.23847	0.13507	0.10927	-0.020416	0.14101	0.082464	-0.05307	0.064874	0.14135	-0.056661	0.04878	0.058858	0.098594	-0.064157	-0.14142	0.14128	0.14141	0.33233	0.27276	0.38045	0.33077	0.053394	0.033384	0.090415	0.059708	1.5146	661.5
0.0081298	0.089434	0.15113	0.16558	0.059304	0.10121	0.22555	0.24687	0.052605	0.035253	0.026914	0.085038	0.0077765	0.0088358	0.0071353	0.0015255	0.0015389	0.24687	0.084793	0.031808	-0.052985	0.024626	0.11199	0.19477	0.33088	0.51169	0.52783	0.60938	0.15258	0.3002	0.42829	0.44975	0.019475	0.066224	0.061354	0.026999	0.027056	0.11512	0.12382	0.031572	0.0090264	0.0081153	0.016882	0.0022121	0.0037011	0.0030893	0.00043869	0.00051747	0.2713	0.27747	0.24018	0.26427	0.066683	-0.076069	0.13484	-0.072807	0.074386	0.11823	0.1397	-0.13873	-0.10803	-0.13024	-0.019509	-0.12949	-0.062129	0.12752	0.10376	-0.026109	0.2773	0.21779	0.31745	0.26896	0.029412	-0.0042262	0.056891	0.024115	1.7163	731.5
0.0083696	0.098503	0.071747	0.11039	0.13723	0.092928	0.10943	0.20525	0.12538	0.063025	0.065739	0.048025	0.0074782	0.011564	0.007949	0.0075849	0.010011	0.20525	0.10736	0.045541	-0.061821	0.028514	0.13771	0.22602	0.36376	0.54295	0.59215	0.4375	0.20339	0.33838	0.51371	0.46083	0.034029	0.01305	0.038961	0.070537	0.055236	0.06076	0.10285	0.069516	0.02789	0.019276	0.025948	0.0031881	0.0056055	0.0016772	0.0015724	0.0016059	0.23939	0.27463	0.25522	0.25799	-0.13597	0.064335	-0.046704	0.10997	-0.11224	0.032548	0.14079	0.033779	-0.13375	0.10106	-0.1106	-0.12925	0.11885	-0.13979	-0.10245	0.063811	0.18851	0.12491	0.25267	0.18675	0.0096762	-0.017028	0.032667	0.0048561	1.8823	522.5
0.0078818	0.13199	0.068953	0.052894	0.068294	0.087144	0.10976	0.16664	0.15247	0.067871	0.024081	0.16299	0.012428	0.011646	0.021215	0.020742	0.025994	0.16664	0.099539	0.063965	-0.035574	0.027716	0.1284	0.21313	0.34664	0.52112	0.56295	0.45312	0.10002	0.43192	0.48034	0.51948	0.013439	0.0084763	0.028363	0.018891	0.048634	0.05605	0.091555	0.064829	0.034305	0.0089947	0.084008	0.0054357	0.0013901	0.0030249	0.0025002	0.0028173	0.21003	0.21054	0.21006	0.21173	-0.069525	0.12726	0.064723	-0.086982	0.02815	-0.13732	0.041815	-0.080529	0.13003	-0.11287	0.10683	-0.019239	0.049861	0.14008	0.082004	0.019209	0.46446	0.27449	0.4085	0.37417	0.16233	0.064124	0.1358	0.11115	1.6469	836
0.008265	0.085407	0.091329	0.12049	0.081804	0.12917	0.096415	0.1969	0.21236	0.017643	0.017389	0.094471	0.008909	0.0094496	0.0046442	0.012815	0.019662	0.21236	0.085354	0.035989	-0.049365	0.025311	0.11211	0.19289	0.32441	0.49853	0.52025	0.52344	0.1467	0.32455	0.40988	0.54192	0.040496	0.048807	0.055419	0.041719	0.053	0.037067	0.093556	0.09143	0.0067426	0.0073731	0.024202	0.00076575	0.0020286	0.0012813	0.0018331	0.002523	0.30344	0.30395	0.25792	0.28983	-0.13748	-0.13049	-0.11802	-0.13274	0.027104	-0.09663	0.12094	0.11966	-0.1236	-0.07017	0.1352	-0.020648	-0.13044	0.104	0.13519	0.12639	0.2166	0.16038	0.22143	0.20092	-0.0055444	-0.020997	0.0047915	-0.0073434	1.7229	870.5
0.01119	0.087077	0.14125	0.1206	0.16064	0.1672	0.25739	0.3767	0.2797	0.11288	0.11048	0.042893	0.0076775	0.0076743	0.012491	0.0037584	0.0045309	0.3767	0.16004	0.062753	-0.097283	0.035903	0.19604	0.29373	0.43366	0.60745	0.69914	0.57031	0.15758	0.53541	0.54863	0.5021	0.034234	0.044019	0.063478	0.050752	0.064453	0.13192	0.18877	0.14248	0.050332	0.040285	0.0085078	0.0028083	0.0076384	0.0047433	0.0012837	0.00093129	0.30471	0.34944	0.26819	0.31169	-0.1321	0.051672	0.071021	0.06554	-0.01103	0.11331	0.14077	0.12056	-0.029547	-0.10937	0.13467	0.018293	-0.083312	0.045943	0.13811	-0.12134	0.022607	0.012803	0.032546	0.035553	-0.048574	-0.055864	-0.051399	-0.049243	2.0555	766
0.010396	0.18196	0.056819	0.11142	0.15378	0.14505	0.16338	0.29456	0.30833	0.2161	0.10236	0.11425	0.0073278	0.0093124	0.0098847	0.003247	0.0025966	0.30833	0.21262	0.12454	-0.088077	0.038658	0.25664	0.37343	0.53613	0.73459	0.85237	0.23438	0.1122	0.55721	0.67819	0.84534	0.01391	0.017581	0.044719	0.07168	0.081707	0.088055	0.14953	0.1636	0.11021	0.052019	0.057303	0.0019928	0.0037863	0.0034389	0.00063451	0.0007174	0.19132	0.23446	0.20549	0.21751	0.05625	-0.13815	0.082401	0.067166	0.020431	0.059762	0.12477	0.075338	0.11916	0.12337	0.13965	0.035644	-0.060903	0.13081	-0.13866	0.13383	0.37213	0.05117	0.26972	0.20612	0.1199	-0.023791	0.067789	0.021351	1.8701	836
0.006526	0.047546	0.062032	0.11119	0.097556	0.090557	0.12564	0.063252	0.088124	0.044211	0.015521	0.0074997	0.011947	0.0080304	0.0089233	0.0060214	0.00099662	0.12564	0.060221	0.035763	-0.024458	0.021608	0.081638	0.14951	0.26637	0.42352	0.41053	0.46094	0.16078	0.2264	0.17958	0.33633	0.011776	0.028126	0.052255	0.051969	0.043748	0.057062	0.03209	0.021309	0.016425	0.0078191	0.0034482	0.0037817	0.0022803	0.0018308	0.0012524	0.00055954	0.2795	0.2897	0.26738	0.27937	0.040106	-0.043581	-0.089532	0.071275	-0.14104	-0.12004	0.12548	-0.086725	-0.11522	0.13413	-0.088966	-0.098207	0.033617	-0.12641	0.061009	0.023152	0.29696	0.23249	0.26003	0.26262	0.032302	0.0090967	0.027168	0.02189	1.7374	801.5
0.008052	0.064689	0.10785	0.12559	0.17096	0.14084	0.11419	0.086645	0.11204	0.071629	0.052589	0.080125	0.029995	0.0165	0.016846	0.037435	0.039522	0.17096	0.059192	0.046257	-0.012935	0.029611	0.075352	0.12185	0.19337	0.28581	0.31538	0.70312	0.068372	0.17902	0.25226	0.39897	0.026225	0.039679	0.046839	0.056963	0.053509	0.041567	0.038552	0.015371	0.038698	0.022455	0.015503	0.0041218	0.0037875	0.0017948	0.0063196	0.00576	0.24101	0.26758	0.27391	0.26196	-0.10935	-0.13521	-0.11101	-0.026906	-0.084648	-0.12253	-0.078037	-0.049211	0.057439	0.11438	-0.10946	0.11861	0.12594	0.070934	0.10295	0.1395	0.29939	0.22428	0.20606	0.24051	0.053138	0.021401	0.0076612	0.024658	1.8467	766
0.0076237	0.063513	0.083176	0.092796	0.11002	0.14275	0.17119	0.26387	0.11291	0.084786	0.052621	0.038618	0.013804	0.014485	0.0085573	0.015621	0.024336	0.26387	0.15772	0.073368	-0.084354	0.02827	0.20265	0.33375	0.53885	0.80606	0.87663	0.17969	0.23289	0.43569	0.55558	0.65913	0.035132	0.026752	0.047339	0.055371	0.073515	0.08582	0.13606	0.067459	0.044873	0.026984	0.019655	0.0023673	0.00090457	0.0013789	0.0019382	0.0033595	0.28242	0.32313	0.27894	0.29783	0.03581	0.1171	0.11885	0.13537	0.10781	0.14031	0.10633	-0.022401	0.077964	0.11272	0.12162	-0.11852	-0.064991	-0.072102	0.063251	0.14142	0.17079	0.077934	0.16273	0.13671	-0.0091093	-0.041018	-0.015208	-0.02467	1.9137	731.5
0.011443	0.074452	0.048576	0.081714	0.23093	0.074418	0.22304	0.22011	0.27545	0.2546	0.053347	0.09125	0.0074342	0.0095558	0.011201	0.004318	0.0018192	0.27545	0.19191	0.10482	-0.087092	0.042558	0.22724	0.3183	0.44058	0.58596	0.68267	0.21875	0.08083	0.38097	0.62828	0.72141	0.03112	0.0186	0.040356	0.12119	0.0089179	0.11532	0.10084	0.14498	0.12261	0.016408	0.034484	0.0025414	0.0033087	0.0022788	0.002205	0.00089579	0.21345	0.27163	0.22142	0.24128	0.14063	-0.12943	0.07435	0.086856	0.063789	0.10327	0.1268	0.066611	0.134	0.055204	-0.057884	-0.0388	-0.0059302	-0.14141	0.11765	0.1371	0.43257	0.15118	0.34362	0.28564	0.16803	-0.0012936	0.11013	0.061032	1.7524	383
0.0097278	0.10895	0.063822	0.060487	0.19517	0.066525	0.19702	0.20245	0.22289	0.22009	0.053304	0.12949	0.008309	0.010903	0.0093061	0.005175	0.0017146	0.22289	0.073044	0.024764	-0.04828	0.034159	0.090371	0.1381	0.20775	0.29524	0.3371	0.6875	0.12673	0.30856	0.47209	0.45861	0.031853	0.023966	0.023976	0.039192	0.033573	0.052202	0.057262	0.095855	0.04382	0.0050829	0.059688	0.0043437	0.0038655	0.0059866	0.0012002	0.0006109	0.21008	0.23187	0.2161	0.22043	-0.10566	0.098751	0.13694	-0.031758	0.13195	0.038439	-0.073747	0.019588	-0.13019	-0.12742	0.12919	-0.13112	-0.14058	-0.1405	0.13153	0.053167	0.27672	0.27237	0.46392	0.33296	0.072976	0.060809	0.18477	0.098353	1.5651	383.5
0.010464	0.19933	0.09238	0.11733	0.16859	0.07195	0.13584	0.092524	0.10246	0.22414	0.2294	0.052312	0.016165	0.0084572	0.0098997	0.0041461	0.0028653	0.2294	0.11503	0.059222	-0.05581	0.030972	0.14513	0.23055	0.35979	0.52545	0.58711	0.53125	0.1035	0.42962	0.48535	0.51867	0.1344	0.024516	0.04815	0.041783	0.044724	0.039738	0.047594	0.048321	0.1023	0.10367	0.029143	0.0025901	0.0019282	0.0051137	0.0012314	0.00027707	0.259	0.28411	0.27085	0.2724	-0.13831	0.12145	-0.020921	0.020549	0.12251	0.055025	0.039378	0.041899	0.13828	0.12467	0.029663	-0.077783	-0.14088	0.10432	0.10477	-0.090721	-0.0034674	-0.0021124	0.085317	0.029098	-0.044751	-0.032284	-0.020403	-0.032357	1.9325	592
0.009867	0.11242	0.050991	0.12756	0.1834	0.058509	0.10554	0.18674	0.23818	0.1095	0.027114	0.023308	0.0083033	0.014202	0.0067715	0.0025649	0.0018794	0.23818	0.12524	0.087495	-0.03774	0.032421	0.15657	0.24425	0.37472	0.54043	0.61056	0.33594	0.097491	0.14436	0.30267	0.45839	0.0575	0.0037793	0.070605	0.11001	0.023545	0.058579	0.081742	0.095114	0.058393	0.013628	0.011675	0.00047312	0.0039777	0.0039403	0.0012954	0.00080532	0.23681	0.27832	0.26329	0.26249	-0.10993	0.10645	0.035252	-0.024917	0.018282	0.0107	-0.11474	-0.12304	0.070182	0.13697	0.14127	-0.097907	0.11795	-0.0044324	0.13099	0.13804	0.32079	0.18088	0.23759	0.24066	0.048599	-0.0031087	0.019429	0.016808	1.7849	906
0.015561	0.1406	0.12343	0.14201	0.23809	0.25464	0.19249	0.10508	0.16529	0.14196	0.11018	0.068708	0.012705	0.0055989	0.0096033	0.0042663	0.0023387	0.25464	0.1369	0.1153	-0.021604	0.043524	0.16138	0.22404	0.30748	0.40604	0.473	0.58594	0.079363	0.25745	0.21438	0.24202	0.051044	0.065157	0.073523	0.096866	0.15005	0.13461	0.074654	0.065416	0.096823	0.08437	0.048106	0.0047175	0.0022445	0.0013638	0.00050197	0.00023111	0.27255	0.32012	0.30737	0.30486	0.044032	0.080673	0.10177	-0.11984	-0.12739	-0.14002	-0.1009	-0.076413	-0.13691	-0.13646	-0.1387	-0.13726	0.13144	0.02173	-0.016241	-0.09541	0.092744	-0.037698	-0.058835	-0.00082463	-0.024604	-0.051262	-0.052209	-0.048912	1.9888	696.5
