2.2655	2.0659	1.5375	2.8248	2.7044	2.5572	2.2813	1.7873	1.1122	0.38274	0.11943	0.075361	0.072052	0.059419	0.077317	0.10283	0.08579	0.054283	0.037421	0.030125	0.023955	0.050967	0.059368	0.034651	0.012247	0.003676	0.0013048	0.00048593	0.00025979	0.0008152	0.0026369	0.0058402	0.0090154	0.010994	0.0087805	0.0035799	0.0017318	0.001055	0.00094039	0.00064562	0.00049513	0.00075265	0.00083699	0.0023685	0.004049	0.0047677	0.0089476	0.013996	0.015385	0.0094252	0.0057826	0.0059176	0.0040252	0.001786	0.00099334	0.00069867	0.00080697	0.0012064	0.0011069	0.00057795	0.00046719	0.00036629	0.00035372	0.00060355	0.00062842	0.00057847	0.00046926	0.00076267	0.00082866	0.0011552	0.0031332	0.0027808	0.0022165	0.0019016	0.0012769	0.001104	0.0012079	0.00094099	0.0021393	0.0041317	0.0034429	0.0022018	0.0037961	0.0026769	0.00067621	0.00050381	0.00070348	0.00040394	0.0003076	0.00025444	0.00041495	0.00051687	0.00041286	0.000382	0.00057289	0.00054027	0.00052489	0.00056724	0.0005613	0.00058346	0.00056521	0.00054863	0.00063119	0.00059973	0.00065231	0.00065644	0.00073939	0.00066788	0.00053899	0.00081622	0.00091066	0.00088034	0.00084821	0.00072157	0.00058701	0.00060914	0.00071249	0.00082506	0.00081128	0.00074204	0.0008041	0.00083848	0.00078579	0.00083783	0.00067412	0.00077562	0.0005648	100
2.3832	2.1278	1.9579	3.5237	2.0484	0.51165	0.26466	0.31755	0.36558	1.2347	1.7663	0.74292	0.38667	0.36381	0.62547	0.59373	0.32419	0.26224	0.24397	0.10076	0.09893	0.12322	0.074631	0.019892	0.0048709	0.0019701	0.0018357	0.0038748	0.0050167	0.015345	0.022079	0.02301	0.024683	0.019004	0.012492	0.0075363	0.0019183	0.0026832	0.0078857	0.013881	0.014885	0.024793	0.029896	0.031924	0.028783	0.02169	0.013636	0.017224	0.014949	0.0075876	0.0042824	0.0068945	0.0040516	0.00056896	0.0012453	0.0048316	0.007105	0.005162	0.0018396	0.0015026	0.0028463	0.0018147	0.00064327	0.00037397	0.00054166	0.00041282	0.00050014	0.00078011	0.0015488	0.0018362	0.001433	0.0013271	0.0010078	0.00083039	0.00061207	0.0003601	0.00041588	0.00056248	0.00086015	0.00077381	0.00057426	0.0016012	0.0040833	0.0041151	0.0023197	0.00081081	0.00073128	0.00061347	0.00040921	0.00045495	0.00061524	0.00041081	0.00034447	0.00035354	0.00035534	0.00038366	0.00048851	0.00043336	0.00048568	0.0005238	0.00049447	0.00050532	0.00042914	0.0005526	0.00061638	0.00060979	0.0006008	0.00058635	0.00062398	0.00074072	0.00081357	0.00064468	0.00056442	0.0007405	0.00056809	0.00054729	0.00070333	0.00065511	0.00054381	0.0004915	0.00073048	0.00072985	0.00062944	0.00063171	0.00047412	0.00066598	0.00058706	101
3.0875	4.112	2.8239	0.84548	0.095914	0.038626	0.011837	0.013626	0.012194	0.021795	0.064127	0.12522	0.10428	0.059801	0.057312	0.099948	0.29912	0.5352	0.4159	0.27228	0.2184	0.09531	0.050251	0.01863	0.01359	0.016735	0.029242	0.037088	0.054447	0.082039	0.066901	0.028745	0.013617	0.0071887	0.010119	0.020127	0.025441	0.022199	0.019619	0.024562	0.022819	0.0091498	0.0065762	0.019136	0.019829	0.010077	0.0022476	0.002045	0.0065733	0.0080432	0.0050969	0.013749	0.016508	0.0089603	0.0098209	0.014834	0.01429	0.0053073	0.00082188	0.00063768	0.00092319	0.00093775	0.00051483	0.00056094	0.00056309	0.00047626	0.00059185	0.00056435	0.00063296	0.00053211	0.00048082	0.00041442	0.00074215	0.0040515	0.0053565	0.0026216	0.00091379	0.00060131	0.00051563	0.0023047	0.0050652	0.0063743	0.0056585	0.0034293	0.001411	0.0012037	0.0010074	0.00085758	0.00070104	0.00059709	0.00087751	0.0010494	0.00078358	0.00055717	0.00064946	0.00068483	0.00072863	0.00064904	0.00070852	0.00078633	0.00066413	0.00075104	0.00068435	0.00054966	0.00063427	0.00065627	0.0007169	0.00073856	0.00085807	0.0006823	0.00087498	0.0011664	0.00098052	0.00083101	0.00060511	0.00067503	0.00096249	0.00078172	0.00063165	0.00083299	0.00099972	0.00084762	0.00083889	0.00069249	0.00085445	0.00087368	0.00073868	102
1.9594	2.0324	3.0841	3.502	2.0436	1.2243	0.52932	0.095903	0.023216	0.014739	0.011043	0.018908	0.025898	0.048337	0.05416	0.11153	0.17003	0.12556	0.068568	0.04091	0.017338	0.014375	0.01996	0.019402	0.0091188	0.0018395	0.00041059	0.00028869	0.00029356	0.00042812	0.0018117	0.014647	0.030567	0.027881	0.022149	0.013291	0.0069787	0.0058341	0.0030359	0.00061685	0.00031165	0.0002577	0.0012798	0.0045583	0.010517	0.022643	0.019677	0.0054186	0.0063629	0.008076	0.010462	0.020193	0.022429	0.012522	0.0030789	0.0010351	0.0017226	0.001476	0.00055096	0.00029255	0.0004175	0.0003053	0.00021417	0.00015916	0.0002313	0.00024193	0.00025482	0.00025323	0.00054763	0.0022423	0.0027993	0.0017081	0.001135	0.0011012	0.00050354	0.00041007	0.00044304	0.00058611	0.00036763	0.00047073	0.00040855	0.00045087	0.0008396	0.00087216	0.00036454	0.00028478	0.00085477	0.00081421	0.00095608	0.00078279	0.00029149	0.00029067	0.00031103	0.00064532	0.00079994	0.00042607	0.00024919	0.00034513	0.00039504	0.00034552	0.00027504	0.00028457	0.00036788	0.00036881	0.00039492	0.00038941	0.00037637	0.00050281	0.00058339	0.00061689	0.00061775	0.00052568	0.00033752	0.00042054	0.00038879	0.00039417	0.00043653	0.00043078	0.00047531	0.00047751	0.00050375	0.00060449	0.00063606	0.00060517	0.00059388	0.0006247	0.00059587	103
2.0772	3.4346	3.8587	1.9221	0.85071	0.37651	0.090573	0.035034	0.013389	0.017249	0.045993	0.14128	0.17448	0.07476	0.017016	0.0093345	0.016916	0.014125	0.0076485	0.006498	0.0040132	0.0050306	0.0039506	0.0010055	0.00064046	0.00040646	0.00016348	0.00020428	0.00027258	0.0031428	0.0067198	0.0053422	0.0017509	0.00050273	0.0021508	0.0081096	0.015312	0.01533	0.0047911	0.0019148	0.0077897	0.014835	0.011109	0.0089968	0.014732	0.016113	0.0095433	0.0035056	0.000621	0.00033942	0.00027073	0.00047595	0.00052094	0.00031072	0.00056333	0.00054584	0.0003604	0.00028163	0.00030348	0.00028446	0.00021773	0.00024052	0.00025627	0.00027111	0.00037936	0.00043548	0.00038115	0.00030062	0.00022461	0.00019121	0.00018607	0.00015137	0.00017904	0.00022089	0.00021388	0.00019212	0.00015835	0.00013955	0.00015745	0.00016381	0.0001481	0.00020015	0.00021969	0.00024106	0.00022224	0.00020637	0.00023495	0.00024731	0.00022373	0.00023373	0.0002693	0.00025857	0.00023497	0.0002128	0.00028798	0.00024714	0.00019513	0.00026665	0.0003112	0.00030813	0.0003518	0.00028379	0.00028393	0.00036723	0.00040467	0.00034127	0.00030248	0.0003607	0.00042037	0.0003348	0.00045645	0.00055587	0.00058246	0.00051128	0.00047045	0.00055327	0.00052989	0.00055351	0.00049462	0.00055609	0.00053544	0.00042367	0.00051478	0.00054781	0.00049318	0.00058761	0.00058937	104
2.254	3.3182	3.7462	2.2008	0.39111	0.10887	0.066589	0.064518	0.086914	0.27335	0.57331	0.43098	0.21713	0.2193	0.36954	0.28607	0.095537	0.17551	0.27531	0.29588	0.21486	0.13767	0.058816	0.0086629	0.0017217	0.0028207	0.0065942	0.010553	0.013256	0.050206	0.093565	0.067098	0.031197	0.0090532	0.0065133	0.0063398	0.0063293	0.013738	0.022965	0.028357	0.027039	0.019986	0.017735	0.014268	0.021835	0.032422	0.026212	0.007906	0.0011378	0.0019897	0.0039109	0.0045059	0.0092152	0.015698	0.013944	0.0098578	0.015316	0.018953	0.0087199	0.0016324	0.00071534	0.0011907	0.00086045	0.00034443	0.00045436	0.00070526	0.00073799	0.00058065	0.0006824	0.0013601	0.0012477	0.001507	0.0037687	0.0052837	0.0030661	0.0037327	0.0064146	0.0049073	0.0037172	0.001889	0.0047752	0.0047236	0.0017	0.00048698	0.0003309	0.00051418	0.00064427	0.00059539	0.001101	0.0016282	0.0013077	0.0004752	0.00038614	0.00046151	0.00052747	0.00049989	0.00043531	0.00049723	0.00041076	0.00049473	0.00042047	0.00042974	0.00050019	0.00048779	0.00048041	0.00066705	0.0005589	0.00055421	0.00058864	0.00049387	0.00050945	0.00057524	0.00064052	0.00062179	0.00060958	0.00074536	0.00063042	0.00066796	0.00070078	0.00072295	0.00058866	0.00076501	0.00082354	0.00091099	0.00071007	0.00070928	0.00068589	105
0.014988	0.054849	0.15951	0.17272	0.12627	0.13354	0.24183	0.53702	0.67909	0.53917	0.42298	0.50458	0.87073	0.82589	0.77944	1.4204	1.8123	2.1305	2.0753	1.5987	0.75291	0.65647	0.69515	0.81558	0.80899	0.74172	0.7366	0.47575	0.33321	0.37371	0.37735	0.31891	0.22707	0.27946	0.34872	0.29302	0.21645	0.26286	0.35303	0.31992	0.28571	0.28339	0.39468	0.50657	0.62628	0.66657	0.7362	0.81925	0.95051	0.67264	0.66998	0.58464	0.47751	0.63537	0.69716	0.4868	0.20935	0.27762	0.26944	0.24679	0.2439	0.20853	0.19229	0.14012	0.13279	0.12542	0.12813	0.16835	0.23324	0.23813	0.22641	0.20647	0.28242	0.33673	0.33088	0.30018	0.22951	0.21026	0.19193	0.13449	0.17574	0.19086	0.16277	0.14008	0.12374	0.1167	0.10697	0.16298	0.15831	0.12947	0.15326	0.11992	0.078405	0.097957	0.10243	0.085305	0.090651	0.086659	0.079562	0.07852	0.068106	0.06881	0.06279	0.052839	0.074285	0.087813	0.070985	0.061173	0.053346	0.046731	0.049984	0.043215	0.039657	0.03286	0.042893	0.05061	0.037007	0.04931	0.044194	0.035724	0.039984	0.039071	0.019606	0.021954	0.021424	0.010967	0.0077022	106
3.3991	3.6891	1.9995	0.47353	0.20025	0.21749	0.22365	0.25284	0.34737	0.27998	0.29829	0.27393	0.23911	0.27108	0.32905	0.20849	0.17305	0.28912	0.33138	0.27344	0.27361	0.41909	0.48682	0.54404	0.63649	0.66986	0.65968	0.29979	0.24951	0.22515	0.20863	0.1955	0.13776	0.19067	0.2572	0.24927	0.19894	0.17906	0.18234	0.18683	0.18453	0.2144	0.19442	0.20249	0.44966	0.58167	0.47494	0.46398	0.55454	0.57989	0.61932	0.42833	0.31078	0.27411	0.23501	0.27065	0.35125	0.39959	0.40153	0.25754	0.18131	0.12128	0.10482	0.10426	0.10011	0.10169	0.12026	0.12629	0.17079	0.25663	0.26788	0.32813	0.32779	0.30419	0.3141	0.3249	0.24654	0.24224	0.27697	0.26742	0.22142	0.19709	0.19942	0.1514	0.185	0.15892	0.18149	0.28012	0.28773	0.1859	0.16203	0.25644	0.28104	0.23788	0.14613	0.1618	0.1337	0.10984	0.10091	0.13398	0.086611	0.10795	0.10062	0.082702	0.073537	0.073895	0.077856	0.081984	0.074497	0.06277	0.04957	0.058177	0.056149	0.052804	0.04289	0.035107	0.03877	0.042271	0.039013	0.032517	0.031169	0.025586	0.018521	0.013987	0.010227	0.0076835	0.0062396	107
3.3313	3.7049	2.5361	0.729	0.17086	0.1036	0.11011	0.095031	0.075684	0.079541	0.27969	0.29495	0.22209	0.24201	0.40583	0.54279	0.62256	0.5519	0.68123	1.1369	1.2666	0.83496	0.47836	0.57541	0.63798	0.55406	0.4692	0.46685	0.37388	0.33526	0.27552	0.18839	0.24642	0.22272	0.2043	0.2138	0.17914	0.12254	0.13542	0.15379	0.15146	0.10641	0.10783	0.1309	0.14959	0.159	0.13798	0.14973	0.21014	0.2688	0.25538	0.18231	0.17262	0.17713	0.13729	0.16689	0.15775	0.14953	0.15387	0.11192	0.07783	0.066243	0.072465	0.051806	0.056283	0.06636	0.080465	0.10163	0.11496	0.090747	0.12969	0.18327	0.16719	0.16109	0.14349	0.12179	0.11278	0.1264	0.11644	0.1152	0.078966	0.092505	0.13557	0.12325	0.095724	0.061025	0.064595	0.070376	0.038101	0.047788	0.045512	0.036386	0.025431	0.035308	0.051137	0.048194	0.04713	0.055691	0.043417	0.03269	0.021503	0.01757	0.015724	0.015879	0.019082	0.016252	0.0203	0.020303	0.01664	0.01496	0.015834	0.018546	0.01628	0.01211	0.011891	0.013417	0.013831	0.018092	0.014663	0.011773	0.0092647	0.008369	0.0084017	0.0084408	0.006064	0.0046576	0.0028083	108
2.2711	2.9101	2.2659	0.96172	0.21766	0.16862	0.33711	0.72272	0.9022	0.54474	0.43678	1.1853	1.755	1.4662	1.1825	0.90975	0.61969	0.67492	0.84216	0.65714	0.37028	0.23837	0.204	0.1954	0.21216	0.30927	0.28954	0.1909	0.10895	0.1543	0.18732	0.1703	0.20451	0.19125	0.14158	0.12529	0.097834	0.08469	0.13081	0.1648	0.12746	0.14536	0.19787	0.32004	0.32531	0.32486	0.36409	0.31325	0.2405	0.2839	0.26903	0.23059	0.20612	0.18549	0.18893	0.14316	0.10985	0.07993	0.068714	0.051359	0.054744	0.052846	0.041934	0.026351	0.021516	0.021328	0.028842	0.04355	0.06903	0.064646	0.063611	0.069356	0.075873	0.076127	0.073915	0.088285	0.10898	0.10479	0.075221	0.070967	0.05871	0.050637	0.045495	0.063756	0.058461	0.05275	0.051416	0.056689	0.1049	0.11946	0.080525	0.052452	0.052955	0.046729	0.030721	0.024707	0.025596	0.035914	0.034734	0.02774	0.028419	0.025794	0.022984	0.020372	0.023465	0.026036	0.032292	0.02726	0.019785	0.019697	0.015666	0.021972	0.023358	0.017661	0.012989	0.013901	0.016082	0.014961	0.011829	0.0096706	0.0097521	0.0081508	0.006725	0.0072648	0.00526	0.0056119	0.0035637	109
