0.15083	0.050162	0.0075683	0.0092494	0.0067392	0.0027371	0.0058471	0.0029355	0.004106	0.0042321	0.0027644	0.0055922	0.0077297	0.0058813	0.0041289	0.0035458	0.0028638	0.0055974	0.0032942	0.0024882	0.0015815	0.0023298	0.0012954	0.0014598	0.0039803	0.0065354	0.0027597	0.0046048	0.0024773	0.0028321	0.0021399	0.00093695	0.0011481	0.00047358	0.0008096	0.00073966	0.0016011	0.0022627	0.00083562	0.0011036	0.0011255	0.0011847	0.00054306	0.0007583	0.00074376	0.00069755	0.00036348	0.00036327	0.00032123	0.00034173	0.00029934	0.00013304	0.00011446	0.00010412	9.2536e-05	5.3339e-05	9.3996e-05	6.4046e-05	6.5453e-05	8.0474e-05	6.3017e-05	3.9641e-05	6.8429e-05	3.9585e-05
0.14822	0.09438	0.019737	0.016403	0.025676	0.013273	0.0097024	0.0024962	0.0018891	0.0011383	0.0008903	8.0288e-05	0.00010123	6.3959e-05	7.8118e-05	5.1911e-05	0.00012782	0.00015656	6.7698e-05	3.2557e-05	2.9862e-05	2.6328e-05	2.2622e-05	2.3748e-05	2.681e-05	2.6298e-05	2.3372e-05	1.6401e-05	3.4513e-05	3.2593e-05	1.9855e-05	1.2522e-05	2.0077e-05	3.2476e-05	3.5125e-05	4.4473e-05	7.43e-05	4.8818e-05	1.8712e-05	1.79e-05	3.1512e-05	9.6077e-06	2.2596e-05	1.2662e-05	1.4343e-05	1.6935e-05	1.2567e-05	1.9624e-05	2.0316e-05	2.5087e-05	1.9934e-05	3.0782e-05	2.4015e-05	3.68e-05	4.8121e-05	4.9372e-05	3.7523e-05	3.4405e-05	3.0105e-05	5.2355e-05	1.833e-05	2.3869e-05	3.0931e-05	2.5077e-05
0.046184	0.080082	0.03936	0.028104	0.017391	0.062257	0.04279	0.012238	0.024877	0.011203	0.01309	0.0063924	0.004384	0.0026079	0.0028831	0.0011699	0.002624	0.0031406	0.0012233	0.00072761	0.00054628	0.00087384	0.00070446	0.00049802	0.00054768	0.00047319	0.00040697	0.00034558	0.000214	0.00019908	0.00033164	0.00019715	0.00034128	0.00031808	0.00023568	0.00039118	0.00043834	0.00034856	0.00023251	0.00022861	0.00020362	5.1926e-05	7.5002e-05	5.8287e-05	1.6562e-05	1.7287e-05	1.3154e-05	1.7149e-05	1.6981e-05	1.7873e-05	1.7123e-05	1.9443e-05	2.0401e-05	3.6642e-05	3.157e-05	3.11e-05	2.4262e-05	3.186e-05	2.7738e-05	2.9759e-05	2.8459e-05	2.003e-05	2.6223e-05	2.6185e-05
0.0013844	0.00612	0.03717	0.010393	0.055299	0.0029282	0.088153	0.0092834	0.041197	0.00067542	0.017795	0.0064543	0.010189	0.00067454	0.0075329	0.00096548	0.0046027	0.00052529	0.0054916	0.00099265	0.0017811	0.0007833	0.0039482	0.00015959	0.0012315	0.00085703	0.0010007	0.00047328	0.00051923	0.00091403	0.00019226	0.00046288	0.00033979	0.00064806	0.00028606	0.0003132	4.3062e-05	0.00014076	9.0959e-05	0.00030642	6.2172e-05	0.00015914	1.8313e-05	9.1978e-05	8.438e-05	5.824e-05	9.6048e-06	6.1486e-06	7.3621e-06	7.6951e-06	1.2343e-05	7.4063e-06	6.5625e-06	9.796e-06	1.2436e-05	1.289e-05	1.5624e-05	9.9771e-06	9.7204e-06	1.5085e-05	1.2696e-05	1.1809e-05	1.0891e-05	1.9282e-05
0.00029935	0.0017214	0.038772	0.027085	0.00094106	0.045455	0.0082718	0.00064054	0.028443	0.0013418	0.00048431	0.059515	0.00099788	0.00052228	0.046099	0.0002974	0.00037723	0.025264	0.00070735	0.00069861	0.0034391	0.00087251	0.0059389	0.033061	0.00039809	0.0029671	0.003274	0.00010479	0.0064758	0.00081795	0.00032097	0.0032855	0.00050468	7.4638e-05	0.0018046	2.6881e-05	2.2444e-05	0.0012915	4.2097e-05	9.6846e-05	0.0010734	7.415e-06	1.3661e-05	0.00060784	1.7897e-05	1.454e-05	2.1008e-05	2.2363e-05	3.0578e-05	4.3435e-05	2.6206e-05	4.4292e-05	1.8536e-05	5.2477e-05	3.0123e-05	4.1218e-05	4.2066e-05	3.488e-05	3.8409e-05	3.4478e-05	3.6109e-05	6.0673e-05	4.4265e-05	6.4905e-05
0.086582	0.14398	0.026566	0.044987	0.004479	0.0077138	0.0092213	0.0030745	0.0054137	0.0011255	0.00038539	0.000128	0.00010778	3.3218e-05	3.7781e-05	0.00017691	0.00025621	0.00021922	0.0001528	7.794e-05	6.8411e-05	0.00010713	0.00015373	8.1568e-05	0.00024042	0.00029851	0.00014237	5.2104e-05	3.1921e-05	3.3279e-05	3.6013e-05	1.45e-05	1.8801e-05	1.7837e-05	1.3354e-05	2.6685e-05	4.6967e-05	2.1607e-05	8.5781e-06	9.7689e-06	8.0545e-06	8.9522e-06	1.041e-05	9.7436e-06	1.0916e-05	1.4604e-05	1.0724e-05	1.0772e-05	1.2343e-05	1.0573e-05	1.6192e-05	1.5299e-05	1.6797e-05	1.2604e-05	1.3705e-05	1.9577e-05	1.7743e-05	1.1255e-05	1.837e-05	1.7554e-05	1.6935e-05	1.5743e-05	1.5133e-05	2.6666e-05
0.015588	0.05444	0.032386	0.037911	0.063879	0.03098	0.015564	0.005898	0.0029204	0.0032368	0.0024794	0.0031226	0.0021975	0.0025101	0.0013709	0.0008554	0.00052189	0.0011972	0.00059351	0.0010037	0.00043195	0.00047282	0.00035279	0.00034497	0.00025976	0.00023334	0.00027032	0.00012764	4.162e-05	5.5116e-05	0.00026114	0.00013287	0.0001991	0.00011806	0.00019592	0.00017495	0.00016918	3.4695e-05	9.2678e-05	6.261e-05	7.5521e-05	0.00010238	6.6103e-05	6.1795e-05	7.6918e-05	7.3234e-05	2.1372e-05	2.8715e-05	2.9638e-05	3.4086e-05	6.5805e-05	3.2687e-05	4.1543e-05	5.1123e-05	3.5196e-05	6.0225e-05	2.9758e-05	6.5884e-05	4.5661e-05	6.7582e-05	5.075e-05	4.3315e-05	5.5691e-05	5.3595e-05
0.12245	0.10599	0.011315	0.023952	0.017687	0.015225	0.012846	0.003569	0.00725	0.0084077	0.0020087	0.00090825	0.00058596	0.00019393	0.00035237	0.00057951	0.00070623	0.00055172	0.00057893	0.00056595	0.00022593	0.00049449	0.00068969	0.00069512	0.00023109	0.0002726	0.0003646	0.00058545	0.00046294	0.00040021	0.00025616	7.843e-05	4.7041e-05	4.2938e-05	8.0505e-05	0.00020387	0.00035316	0.00033284	0.00025735	0.00023063	0.00020246	0.00013939	0.00012485	7.1046e-05	0.00011244	5.1802e-05	5.7412e-05	5.7991e-05	6.688e-05	3.0371e-05	4.705e-05	2.9692e-05	2.2097e-05	2.2854e-05	2.0622e-05	1.8919e-05	1.2649e-05	1.7967e-05	1.4221e-05	1.9733e-05	1.6427e-05	1.4993e-05	1.9034e-05	1.3517e-05
0.12908	0.13739	0.040923	0.047398	0.0039148	0.0040821	0.0023603	0.0048583	0.0060412	0.007007	0.0013309	0.00049057	0.00049988	3.4669e-05	0.00012719	0.00032083	0.00043241	0.00033531	7.6534e-05	5.1291e-05	2.9664e-05	0.00012347	0.00018546	0.00025255	0.00016087	0.00054603	0.00047927	5.5389e-05	2.6216e-05	2.0458e-05	1.8054e-05	2.2039e-05	1.5233e-05	1.3224e-05	3.3103e-05	5.1225e-05	2.4004e-05	2.6553e-05	1.6731e-05	2.2213e-05	2.8958e-05	2.7368e-05	1.5035e-05	1.2338e-05	1.9976e-05	2.1571e-05	2.0745e-05	2.1962e-05	1.6771e-05	1.6423e-05	2.6499e-05	2.5041e-05	1.6334e-05	2.9163e-05	3.5488e-05	2.8314e-05	1.8947e-05	3.5027e-05	2.4245e-05	2.8809e-05	2.8351e-05	8.9007e-06	2.9434e-05	3.8371e-05
0.077703	0.069871	0.020716	0.030273	0.01006	0.012988	0.010261	0.0025821	0.0012412	0.0023821	0.0018323	0.00078634	0.0011864	0.0002788	0.00047692	0.00057811	0.00086139	0.0012141	0.0010248	0.00065669	0.0012185	0.00045992	0.00050132	0.00022341	0.00026037	0.00022889	0.0003005	0.00030213	0.00022328	0.00030074	0.00024184	0.00020426	0.00012055	7.4894e-05	0.00016682	0.00012083	0.0001188	0.00016727	0.00013294	0.00014681	6.703e-05	0.00012521	0.00010226	8.0251e-05	8.1196e-05	8.0224e-05	3.5816e-05	1.738e-05	1.7978e-05	2.0636e-05	2.1468e-05	1.9619e-05	2.9779e-05	1.816e-05	2.7395e-05	2.0239e-05	5.1891e-05	4.0096e-05	3.7654e-05	1.8198e-05	2.794e-05	3.8688e-05	5.3043e-05	5.0795e-05
